id,label
2714,115.08400422093696
2526,2803.3298384715845
4870,603.3719335525798
3269,2342.7692036231156
2189,-58.41321320089188
3867,-5731.298721578256
1368,1494.1902003826594
4428,-690.6382181318871
1966,2660.7875013321795
2519,-677.5615407547908
1992,2095.8229560315153
4884,-3302.7510181575863
3893,-5211.688900735786
2941,4513.1396121910975
5018,1713.0904629850345
2833,-705.595585248164
2659,1906.569540111934
4768,-3739.580709489208
1814,-1073.0050966714327
4902,-1423.5335794756504
3915,-4951.166249819663
3129,2162.289182577157
2666,1800.1980847745447
4591,-477.94545457099525
2454,-1659.0511595346018
3586,1853.8891323861164
5215,-829.7808130975941
2030,4049.138354336693
2202,1058.561046406971
1487,2172.9064965832013
5027,2743.3108881769
1641,-2247.2656568310367
4333,1943.216796303478
3116,2043.662758859806
3324,8707.406500496718
1473,-1985.9985502102688
4101,-2868.146325908575
2692,1182.3117252054471
3740,-1346.0672651426619
4565,1190.5615129227076
1225,493.57059972045556
4757,-145.43674511270706
3572,1758.1108444028146
3912,-4993.347622149158
1679,-1422.6814810099766
4905,-1594.278655813744
4139,960.5214134129402
1813,675.8500187583873
3778,-2469.4038813977895
2498,-51.74277113959877
2834,-1124.939909292796
2008,1951.6970837910708
4750,1207.1707447719966
3575,-553.5677424060835
2695,-552.5762532689719
3747,-2574.8499881772755
4562,4229.845948800866
3323,796.466318384194
1474,-8.71797586720101
4106,2161.752496305141
1646,-2925.4244811323238
4334,929.1350151820816
3111,1491.045770345633
2205,3073.179315948515
1480,-755.9601946735219
5020,-1757.166220915229
5212,-1558.4701715584474
2037,1661.8552703862413
2453,754.6904496547571
3581,1901.0038376963116
2661,5303.7330528597995
4596,2661.9790363103434
1825,1418.4699218687676
4759,-1724.807591811061
3924,-4503.155951706837
3118,-1804.8697066948125
4933,-1425.353556859099
2802,-2909.6843303454802
1489,2918.638828873801
5029,3982.8671719322324
2668,1322.74575040384
3588,965.3768635203011
1442,441.7505204233855
4130,1654.7378449981977
3315,884.8808544773309
3127,1452.3847713813866
1670,-813.2543915020223
4302,1151.0866705838819
3543,-2871.3002376588584
2491,3188.4156895167434
4766,-94.26708880344232
4554,2858.7003504119366
3771,-1976.182569393344
2465,-1353.9528600965834
4792,-1502.7174493937682
3785,-3056.735524097967
2657,222.6713337735863
5016,4200.780033470168
2233,414.4564852862253
2001,-359.3903475047111
1684,-2737.9570870495995
4598,9.983650899480386
2805,-507.97389242719066
2039,2087.0529396227716
4934,-611.8875034515582
4108,2367.119837138668
1648,-1863.7216491086315
3923,-4645.8280540824235
3749,-2008.1380119258326
1822,-1340.7247529573542
2006,645.4090554584609
1683,-1682.4594833465574
5011,5438.068458684715
